Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,,,,,,,,,,,,,,,,,,,,,
,RF_KienGiang,RF_LeThuy,RF_DongHoi,WL_KienGiang,WL_LeThuy,WL_DongHoi,,RF_KienGiang (t-2),RF_KienGiang (t-1),RF_KienGiang (t),RF_LeThuy (t-2),RF_LeThuy (t-1),RF_LeThuy (t),RF_LeThuy (t+1),RF_DongHoi (t-2),RF_DongHoi (t-1),RF_DongHoi (t),WL_KienGiang (t-2),WL_KienGiang (t-1),WL_KienGiang (t),WL_LeThuy (t-2),WL_LeThuy (t-1),WL_LeThuy (t),WL_DongHoi (t-2),WL_DongHoi (t-1),WL_DongHoi (t)
6/10/2010 12:00,0,0.4,9.8,8,2.98,1.08,,0,0.6,3,0.4,9.8,1.8,0.6,9.8,2,0,8,7.89,7.8,2.98,2.95,2.93,1.08,1.03,0.96
6/10/2010 13:00,0.6,9.8,2,7.89,2.95,1.03,,0.6,3,0.8,9.8,1.8,0.6,0,2,0,0,7.89,7.8,7.74,2.95,2.93,2.91,1.03,0.96,0.88
6/10/2010 14:00,3,1.8,0,7.8,2.93,0.96,,3,0.8,0.2,1.8,0.6,0,0,0,0,0,7.8,7.74,7.68,2.93,2.91,2.88,0.96,0.88,0.82
6/10/2010 15:00,0.8,0.6,0,7.74,2.91,0.88,,0.8,0.2,0.4,0.6,0,0,0,0,0,0,7.74,7.68,7.65,2.91,2.88,2.85,0.88,0.82,0.78
6/10/2010 16:00,0.2,0,0,7.68,2.88,0.82,,0.2,0.4,0,0,0,0,0,0,0,0,7.68,7.65,7.6,2.88,2.85,2.83,0.82,0.78,0.76
6/10/2010 17:00,0.4,0,0,7.65,2.85,0.78,,0.4,0,0,0,0,0,0,0,0,0,7.65,7.6,7.58,2.85,2.83,2.81,0.78,0.76,0.79
6/10/2010 18:00,0,0,0,7.6,2.83,0.76,,0,0,0,0,0,0,0,0,0,0,7.6,7.58,7.54,2.83,2.81,2.78,0.76,0.79,0.86
6/10/2010 19:00,0,0,0,7.58,2.81,0.79,,0,0,0,0,0,0,0,0,0,0,7.58,7.54,7.52,2.81,2.78,2.75,0.79,0.86,0.92
6/10/2010 20:00,0,0,0,7.54,2.78,0.86,,0,0,0,0,0,0,0,0,0,0,7.54,7.52,7.48,2.78,2.75,2.72,0.86,0.92,0.92
6/10/2010 21:00,0,0,0,7.52,2.75,0.92,,0,0,0,0,0,0,0,0,0,0,7.52,7.48,7.43,2.75,2.72,2.68,0.92,0.92,0.89
6/10/2010 22:00,0,0,0,7.48,2.72,0.92,,0,0,0,0,0,0,0,0,0,0,7.48,7.43,7.4,2.72,2.68,2.66,0.92,0.89,0.83
6/10/2010 23:00,0,0,0,7.43,2.68,0.89,,0,0,0,0,0,0,0,0,0,0,7.43,7.4,7.39,2.68,2.66,2.64,0.89,0.83,0.7
7/10/2010 0:00,0,0,0,7.4,2.66,0.83,,0,0,0,0,0,0,0,0,0,0,7.4,7.39,7.36,2.66,2.64,2.62,0.83,0.7,0.55
7/10/2010 1:00,0,0,0,7.39,2.64,0.7,,0,0,0,0,0,0,0,0,0,0,7.39,7.36,7.33,2.64,2.62,2.59,0.7,0.55,0.4
7/10/2010 2:00,0,0,0,7.36,2.62,0.55,,0,0,0,0,0,0,0,0,0,0.6,7.36,7.33,7.3,2.62,2.59,2.57,0.55,0.4,0.28
7/10/2010 3:00,0,0,0,7.33,2.59,0.4,,0,0,0,0,0,0,0.2,0,0.6,1.8,7.33,7.3,7.28,2.59,2.57,2.54,0.4,0.28,0.21
7/10/2010 4:00,0,0,0.6,7.3,2.57,0.28,,0,0,0,0,0,0.2,0,0.6,1.8,0,7.3,7.28,7.25,2.57,2.54,2.51,0.28,0.21,0.18
7/10/2010 5:00,0,0,1.8,7.28,2.54,0.21,,0,0,0,0,0.2,0,0,1.8,0,0,7.28,7.25,7.23,2.54,2.51,2.48,0.21,0.18,0.19
7/10/2010 6:00,0,0.2,0,7.25,2.51,0.18,,0,0,0,0.2,0,0,0,0,0,0,7.25,7.23,7.2,2.51,2.48,2.46,0.18,0.19,0.29
7/10/2010 7:00,0,0,0,7.23,2.48,0.19,,0,0,0,0,0,0,0,0,0,0,7.23,7.2,7.15,2.48,2.46,2.43,0.19,0.29,0.44
7/10/2010 8:00,0,0,0,7.2,2.46,0.29,,0,0,0,0,0,0,0,0,0,0,7.2,7.15,7.1,2.46,2.43,2.4,0.29,0.44,0.56
7/10/2010 9:00,0,0,0,7.15,2.43,0.44,,0,0,0,0,0,0,0,0,0,0,7.15,7.1,7.04,2.43,2.4,2.37,0.44,0.56,0.64
7/10/2010 10:00,0,0,0,7.1,2.4,0.56,,0,0,0,0,0,0,0,0,0,0,7.1,7.04,6.98,2.4,2.37,2.35,0.56,0.64,0.68
7/10/2010 11:00,0,0,0,7.04,2.37,0.64,,0,0,0,0,0,0,0,0,0,0,7.04,6.98,6.93,2.37,2.35,2.32,0.64,0.68,0.68
7/10/2010 12:00,0,0,0,6.98,2.35,0.68,,0,0,0,0,0,0,0,0,0,0,6.98,6.93,6.89,2.35,2.32,2.29,0.68,0.68,0.61
7/10/2010 13:00,0,0,0,6.93,2.32,0.68,,0,0,0,0,0,0,0,0,0,0,6.93,6.89,6.87,2.32,2.29,2.26,0.68,0.61,0.5
7/10/2010 14:00,0,0,0,6.89,2.29,0.61,,0,0,0,0,0,0,0,0,0,0,6.89,6.87,6.85,2.29,2.26,2.25,0.61,0.5,0.39
7/10/2010 15:00,0,0,0,6.87,2.26,0.5,,0,0,0,0,0,0,0,0,0,0,6.87,6.85,6.84,2.26,2.25,2.24,0.5,0.39,0.35
7/10/2010 16:00,0,0,0,6.85,2.25,0.39,,0,0,0,0,0,0,0,0,0,0,6.85,6.84,6.83,2.25,2.24,2.22,0.39,0.35,0.34
7/10/2010 17:00,0,0,0,6.84,2.24,0.35,,0,0,0,0,0,0,0,0,0,0,6.84,6.83,6.83,2.24,2.22,2.19,0.35,0.34,0.39
7/10/2010 18:00,0,0,0,6.83,2.22,0.34,,0,0,0,0,0,0,0,0,0,0,6.83,6.83,6.83,2.22,2.19,2.17,0.34,0.39,0.5
7/10/2010 19:00,0,0,0,6.83,2.19,0.39,,0,0,0,0,0,0,0.2,0,0,0.4,6.83,6.83,6.83,2.19,2.17,2.15,0.39,0.5,0.65
7/10/2010 20:00,0,0,0,6.83,2.17,0.5,,0,0,0.2,0,0,0.2,0.2,0,0.4,0,6.83,6.83,6.83,2.17,2.15,2.14,0.5,0.65,0.79
7/10/2010 21:00,0,0,0.4,6.83,2.15,0.65,,0,0.2,0.2,0,0.2,0.2,0,0.4,0,0,6.83,6.83,6.83,2.15,2.14,2.12,0.65,0.79,0.84
7/10/2010 22:00,0.2,0.2,0,6.83,2.14,0.79,,0.2,0.2,0,0.2,0.2,0,0,0,0,0,6.83,6.83,6.83,2.14,2.12,2.1,0.79,0.84,0.81
7/10/2010 23:00,0.2,0.2,0,6.83,2.12,0.84,,0.2,0,0,0.2,0,0,0,0,0,0,6.83,6.83,6.83,2.12,2.1,2.08,0.84,0.81,0.71
8/10/2010 0:00,0,0,0,6.83,2.1,0.81,,0,0,0,0,0,0,0,0,0,0,6.83,6.83,6.83,2.1,2.08,2.06,0.81,0.71,0.57
8/10/2010 1:00,0,0,0,6.83,2.08,0.71,,0,0,0,0,0,0,0,0,0,0,6.83,6.83,6.83,2.08,2.06,2.04,0.71,0.57,0.36
8/10/2010 2:00,0,0,0,6.83,2.06,0.57,,0,0,0,0,0,0,0,0,0,0,6.83,6.83,6.83,2.06,2.04,2.02,0.57,0.36,0.17
8/10/2010 3:00,0,0,0,6.83,2.04,0.36,,0,0,0,0,0,0,0,0,0,0,6.83,6.83,6.83,2.04,2.02,2,0.36,0.17,0.03
8/10/2010 4:00,0,0,0,6.83,2.02,0.17,,0,0,0,0,0,0,0,0,0,0,6.83,6.83,6.82,2.02,2,1.98,0.17,0.03,-0.06
8/10/2010 5:00,0,0,0,6.83,2,0.03,,0,0,0,0,0,0,0,0,0,0,6.83,6.82,6.82,2,1.98,1.96,0.03,-0.06,-0.08
8/10/2010 6:00,0,0,0,6.82,1.98,-0.06,,0,0,0,0,0,0,0,0,0,0,6.82,6.82,6.82,1.98,1.96,1.94,-0.06,-0.08,0.01
8/10/2010 7:00,0,0,0,6.82,1.96,-0.08,,0,0,0,0,0,0,0,0,0,0,6.82,6.82,6.81,1.96,1.94,1.93,-0.08,0.01,0.18
8/10/2010 8:00,0,0,0,6.82,1.94,0.01,,0,0,0,0,0,0,0,0,0,0,6.82,6.81,6.81,1.94,1.93,1.91,0.01,0.18,0.36
8/10/2010 9:00,0,0,0,6.81,1.93,0.18,,0,0,0,0,0,0,0,0,0,0,6.81,6.81,6.8,1.93,1.91,1.89,0.18,0.36,0.44
8/10/2010 10:00,0,0,0,6.81,1.91,0.36,,0,0,0,0,0,0,0,0,0,0,6.81,6.8,6.8,1.91,1.89,1.88,0.36,0.44,0.53
8/10/2010 11:00,0,0,0,6.8,1.89,0.44,,0,0,0,0,0,0,0,0,0,0,6.8,6.8,6.79,1.89,1.88,1.86,0.44,0.53,0.55
8/10/2010 12:00,0,0,0,6.8,1.88,0.53,,0,0,0,0,0,0,0,0,0,0,6.8,6.79,6.78,1.88,1.86,1.84,0.53,0.55,0.44
8/10/2010 13:00,0,0,0,6.79,1.86,0.55,,0,0,0,0,0,0,0,0,0,0,6.79,6.78,6.78,1.86,1.84,1.83,0.55,0.44,0.3
8/10/2010 14:00,0,0,0,6.78,1.84,0.44,,0,0,0,0,0,0,0,0,0,0,6.78,6.78,6.77,1.84,1.83,1.81,0.44,0.3,0.15
8/10/2010 15:00,0,0,0,6.78,1.83,0.3,,0,0,0,0,0,0,0,0,0,0,6.78,6.77,6.76,1.83,1.81,1.79,0.3,0.15,0.03
8/10/2010 16:00,0,0,0,6.77,1.81,0.15,,0,0,0,0,0,0,0,0,0,0,6.77,6.76,6.75,1.81,1.79,1.78,0.15,0.03,-0.03
8/10/2010 17:00,0,0,0,6.76,1.79,0.03,,0,0,0,0,0,0,0,0,0,0,6.76,6.75,6.74,1.79,1.78,1.76,0.03,-0.03,-0.01
8/10/2010 18:00,0,0,0,6.75,1.78,-0.03,,0,0,0,0,0,0,0,0,0,0,6.75,6.74,6.73,1.78,1.76,1.74,-0.03,-0.01,0.1
8/10/2010 19:00,0,0,0,6.74,1.76,-0.01,,0,0,0,0,0,0,0,0,0,0,6.74,6.73,6.72,1.76,1.74,1.73,-0.01,0.1,0.31
8/10/2010 20:00,0,0,0,6.73,1.74,0.1,,0,0,0,0,0,0,0,0,0,0,6.73,6.72,6.7,1.74,1.73,1.71,0.1,0.31,0.54
8/10/2010 21:00,0,0,0,6.72,1.73,0.31,,0,0,0,0,0,0,0,0,0,0,6.72,6.7,6.69,1.73,1.71,1.7,0.31,0.54,0.7
8/10/2010 22:00,0,0,0,6.7,1.71,0.54,,0,0,0,0,0,0,0,0,0,0,6.7,6.69,6.67,1.71,1.7,1.68,0.54,0.7,0.78
8/10/2010 23:00,0,0,0,6.69,1.7,0.7,,0,0,0,0,0,0,0,0,0,0,6.69,6.67,6.66,1.7,1.68,1.67,0.7,0.78,0.83
9/10/2010 0:00,0,0,0,6.67,1.68,0.78,,0,0,0,0,0,0,0,0,0,0,6.67,6.66,6.65,1.68,1.67,1.66,0.78,0.83,0.78
9/10/2010 1:00,0,0,0,6.66,1.67,0.83,,0,0,0,0,0,0,0,0,0,0,6.66,6.65,6.63,1.67,1.66,1.64,0.83,0.78,0.59
9/10/2010 2:00,0,0,0,6.65,1.66,0.78,,0,0,0,0,0,0,0,0,0,0,6.65,6.63,6.62,1.66,1.64,1.63,0.78,0.59,0.36
9/10/2010 3:00,0,0,0,6.63,1.64,0.59,,0,0,0.2,0,0,0,0,0,0,0,6.63,6.62,6.61,1.64,1.63,1.62,0.59,0.36,0.16
9/10/2010 4:00,0,0,0,6.62,1.63,0.36,,0,0.2,0,0,0,0,0,0,0,0,6.62,6.61,6.59,1.63,1.62,1.6,0.36,0.16,0.01
9/10/2010 5:00,0.2,0,0,6.61,1.62,0.16,,0.2,0,0,0,0,0,0,0,0,0,6.61,6.59,6.58,1.62,1.6,1.59,0.16,0.01,-0.09
9/10/2010 6:00,0,0,0,6.59,1.6,0.01,,0,0,0,0,0,0,0,0,0,0,6.59,6.58,6.57,1.6,1.59,1.58,0.01,-0.09,-0.1
9/10/2010 7:00,0,0,0,6.58,1.59,-0.09,,0,0,0,0,0,0,0,0,0,0,6.58,6.57,6.56,1.59,1.58,1.56,-0.09,-0.1,-0.06
9/10/2010 8:00,0,0,0,6.57,1.58,-0.1,,0,0,0,0,0,0,0,0,0,0,6.57,6.56,6.55,1.58,1.56,1.55,-0.1,-0.06,0.14
9/10/2010 9:00,0,0,0,6.56,1.56,-0.06,,0,0,0,0,0,0,0,0,0,0,6.56,6.55,6.54,1.56,1.55,1.54,-0.06,0.14,0.32
9/10/2010 10:00,0,0,0,6.55,1.55,0.14,,0,0,0,0,0,0,0,0,0,0,6.55,6.54,6.53,1.55,1.54,1.52,0.14,0.32,0.4
9/10/2010 11:00,0,0,0,6.54,1.54,0.32,,0,0,0,0,0,0,0,0,0,0,6.54,6.53,6.52,1.54,1.52,1.51,0.32,0.4,0.4
9/10/2010 12:00,0,0,0,6.53,1.52,0.4,,0,0,0,0,0,0,0,0,0,0,6.53,6.52,6.51,1.52,1.51,1.5,0.4,0.4,0.37
9/10/2010 13:00,0,0,0,6.52,1.51,0.4,,0,0,0,0,0,0,0,0,0,0,6.52,6.51,6.51,1.51,1.5,1.48,0.4,0.37,0.2
9/10/2010 14:00,0,0,0,6.51,1.5,0.37,,0,0,0,0,0,0,0,0,0,0,6.51,6.51,6.5,1.5,1.48,1.47,0.37,0.2,-0.05
9/10/2010 15:00,0,0,0,6.51,1.48,0.2,,0,0,0,0,0,0,0,0,0,0,6.51,6.5,6.49,1.48,1.47,1.46,0.2,-0.05,-0.19
9/10/2010 16:00,0,0,0,6.5,1.47,-0.05,,0,0,0,0,0,0,0,0,0,0,6.5,6.49,6.49,1.47,1.46,1.45,-0.05,-0.19,-0.29
9/10/2010 17:00,0,0,0,6.49,1.46,-0.19,,0,0,0,0,0,0,0,0,0,0,6.49,6.49,6.48,1.46,1.45,1.44,-0.19,-0.29,-0.31
9/10/2010 18:00,0,0,0,6.49,1.45,-0.29,,0,0,0,0,0,0,0,0,0,0,6.49,6.48,6.47,1.45,1.44,1.43,-0.29,-0.31,-0.24
9/10/2010 19:00,0,0,0,6.48,1.44,-0.31,,0,0,0,0,0,0,0,0,0,0,6.48,6.47,6.47,1.44,1.43,1.42,-0.31,-0.24,-0.07
9/10/2010 20:00,0,0,0,6.47,1.43,-0.24,,0,0,0,0,0,0,0,0,0,0,6.47,6.47,6.46,1.43,1.42,1.41,-0.24,-0.07,0.28
9/10/2010 21:00,0,0,0,6.47,1.42,-0.07,,0,0,0,0,0,0,0,0,0,0,6.47,6.46,6.45,1.42,1.41,1.4,-0.07,0.28,0.54
9/10/2010 22:00,0,0,0,6.46,1.41,0.28,,0,0,0,0,0,0,0,0,0,0,6.46,6.45,6.45,1.41,1.4,1.39,0.28,0.54,0.72
9/10/2010 23:00,0,0,0,6.45,1.4,0.54,,0,0,0,0,0,0,0,0,0,0,6.45,6.45,6.44,1.4,1.39,1.38,0.54,0.72,0.83
10/10/2010 0:00,0,0,0,6.45,1.39,0.72,,0,0,0,0,0,0,0,0,0,0,6.45,6.44,6.43,1.39,1.38,1.37,0.72,0.83,0.95
10/10/2010 1:00,0,0,0,6.44,1.38,0.83,,0,0,0,0,0,0,0,0,0,0,6.44,6.43,6.43,1.38,1.37,1.36,0.83,0.95,0.89
10/10/2010 2:00,0,0,0,6.43,1.37,0.95,,0,0,0,0,0,0,0,0,0,0,6.43,6.43,6.42,1.37,1.36,1.35,0.95,0.89,0.73
10/10/2010 3:00,0,0,0,6.43,1.36,0.89,,0,0,0,0,0,0,0,0,0,0,6.43,6.42,6.42,1.36,1.35,1.34,0.89,0.73,0.5
10/10/2010 4:00,0,0,0,6.42,1.35,0.73,,0,0,0,0,0,0,0,0,0,0,6.42,6.42,6.41,1.35,1.34,1.33,0.73,0.5,0.28
10/10/2010 5:00,0,0,0,6.42,1.34,0.5,,0,0,0,0,0,0,0,0,0,0,6.42,6.41,6.41,1.34,1.33,1.32,0.5,0.28,0.13
10/10/2010 6:00,0,0,0,6.41,1.33,0.28,,0,0,0,0,0,0,0,0,0,0,6.41,6.41,6.4,1.33,1.32,1.31,0.28,0.13,0.04
10/10/2010 7:00,0,0,0,6.41,1.32,0.13,,0,0,0,0,0,0,0,0,0,0,6.41,6.4,6.4,1.32,1.31,1.3,0.13,0.04,0.03
10/10/2010 8:00,0,0,0,6.4,1.31,0.04,,0,0,0,0,0,0,0,0,0,0,6.4,6.4,6.39,1.31,1.3,1.29,0.04,0.03,0.14
10/10/2010 9:00,0,0,0,6.4,1.3,0.03,,0,0,0,0,0,0,0,0,0,0,6.4,6.39,6.39,1.3,1.29,1.28,0.03,0.14,0.3
10/10/2010 10:00,0,0,0,6.39,1.29,0.14,,0,0,0,0,0,0,0,0,0,0,6.39,6.39,6.38,1.29,1.28,1.27,0.14,0.3,0.37
10/10/2010 11:00,0,0,0,6.39,1.28,0.3,,0,0,0,0,0,0,0,0,0,0,6.39,6.38,6.38,1.28,1.27,1.26,0.3,0.37,0.44
10/10/2010 12:00,0,0,0,6.38,1.27,0.37,,0,0,0,0,0,0,0,0,0,0,6.38,6.38,6.38,1.27,1.26,1.25,0.37,0.44,0.4
10/10/2010 13:00,0,0,0,6.38,1.26,0.44,,0,0,0,0,0,0,0,0,0,0,6.38,6.38,6.37,1.26,1.25,1.24,0.44,0.4,0.3
10/10/2010 14:00,0,0,0,6.38,1.25,0.4,,0,0,0,0,0,0,0,0,0,0,6.38,6.37,6.37,1.25,1.24,1.23,0.4,0.3,0.02
10/10/2010 15:00,0,0,0,6.37,1.24,0.3,,0,0,0,0,0,0,0,0,0,0,6.37,6.37,6.37,1.24,1.23,1.22,0.3,0.02,-0.25
10/10/2010 16:00,0,0,0,6.37,1.23,0.02,,0,0,0,0,0,0,0,0,0,0,6.37,6.37,6.36,1.23,1.22,1.22,0.02,-0.25,-0.39
10/10/2010 17:00,0,0,0,6.37,1.22,-0.25,,0,0,0,0,0,0,0,0,0,0,6.37,6.36,6.36,1.22,1.22,1.21,-0.25,-0.39,-0.46
10/10/2010 18:00,0,0,0,6.36,1.22,-0.39,,0,0,0,0,0,0,0,0,0,0,6.36,6.36,6.36,1.22,1.21,1.2,-0.39,-0.46,-0.47
10/10/2010 19:00,0,0,0,6.36,1.21,-0.46,,0,0,0,0,0,0,0,0,0,0,6.36,6.36,6.35,1.21,1.2,1.2,-0.46,-0.47,-0.4
10/10/2010 20:00,0,0,0,6.36,1.2,-0.47,,0,0,0,0,0,0,0,0,0,0,6.36,6.35,6.35,1.2,1.2,1.19,-0.47,-0.4,-0.18
10/10/2010 21:00,0,0,0,6.35,1.2,-0.4,,0,0,0,0,0,0,0,0,0,0,6.35,6.35,6.35,1.2,1.19,1.18,-0.4,-0.18,0.13
10/10/2010 22:00,0,0,0,6.35,1.19,-0.18,,0,0,0,0,0,0,0,0,0,0,6.35,6.35,6.34,1.19,1.18,1.18,-0.18,0.13,0.4
10/10/2010 23:00,0,0,0,6.35,1.18,0.13,,0,0,0,0,0,0,0,0,0,0,6.35,6.34,6.34,1.18,1.18,1.17,0.13,0.4,0.6
11/10/2010 0:00,0,0,0,6.34,1.18,0.4,,0,0,0,0,0,0,0,0,0,0,6.34,6.34,6.34,1.18,1.17,1.16,0.4,0.6,0.76
11/10/2010 1:00,0,0,0,6.34,1.17,0.6,,0,0,0,0,0,0,0,0,0,0,6.34,6.34,6.33,1.17,1.16,1.15,0.6,0.76,0.86
11/10/2010 2:00,0,0,0,6.34,1.16,0.76,,0,0,0,0,0,0,0,0,0,0,6.34,6.33,6.33,1.16,1.15,1.15,0.76,0.86,0.81
11/10/2010 3:00,0,0,0,6.33,1.15,0.86,,0,0,0,0,0,0,0,0,0,0,6.33,6.33,6.32,1.15,1.15,1.14,0.86,0.81,0.71
11/10/2010 4:00,0,0,0,6.33,1.15,0.81,,0,0,0,0,0,0,0,0,0,0,6.33,6.32,6.31,1.15,1.14,1.13,0.81,0.71,0.55
11/10/2010 5:00,0,0,0,6.32,1.14,0.71,,0,0,0,0,0,0,0,0,0,0,6.32,6.31,6.31,1.14,1.13,1.12,0.71,0.55,0.39
11/10/2010 6:00,0,0,0,6.31,1.13,0.55,,0,0,0,0,0,0,0,0,0,0,6.31,6.31,6.31,1.13,1.12,1.11,0.55,0.39,0.25
11/10/2010 7:00,0,0,0,6.31,1.12,0.39,,0,0,0,0,0,0,0,0,0,0,6.31,6.31,6.3,1.12,1.11,1.11,0.39,0.25,0.16
11/10/2010 8:00,0,0,0,6.31,1.11,0.25,,0,0,0,0,0,0,0,0,0,0,6.31,6.3,6.3,1.11,1.11,1.1,0.25,0.16,0.14
11/10/2010 9:00,0,0,0,6.3,1.11,0.16,,0,0,0,0,0,0,0,0,0,0,6.3,6.3,6.3,1.11,1.1,1.09,0.16,0.14,0.23
11/10/2010 10:00,0,0,0,6.3,1.1,0.14,,0,0,0,0,0,0,0,0,0,0,6.3,6.3,6.29,1.1,1.09,1.09,0.14,0.23,0.35
11/10/2010 11:00,0,0,0,6.3,1.09,0.23,,0,0,0,0,0,0,0,0,0,0,6.3,6.29,6.29,1.09,1.09,1.08,0.23,0.35,0.42
11/10/2010 12:00,0,0,0,6.29,1.09,0.35,,0,0,0,0,0,0,0,0,0,0,6.29,6.29,6.29,1.09,1.08,1.07,0.35,0.42,0.41
11/10/2010 13:00,0,0,0,6.29,1.08,0.42,,0,0,0,0,0,0,0,0,0,0,6.29,6.29,6.28,1.08,1.07,1.07,0.42,0.41,0.36
11/10/2010 14:00,0,0,0,6.29,1.07,0.41,,0,0,0,0,0,0,0.4,0,0,0,6.29,6.28,6.28,1.07,1.07,1.06,0.41,0.36,0.13
11/10/2010 15:00,0,0,0,6.28,1.07,0.36,,0,0,0,0,0,0.4,0,0,0,0,6.28,6.28,6.28,1.07,1.06,1.05,0.36,0.13,-0.14
11/10/2010 16:00,0,0,0,6.28,1.06,0.13,,0,0,0,0,0.4,0,0,0,0,0,6.28,6.28,6.28,1.06,1.05,1.05,0.13,-0.14,-0.39
11/10/2010 17:00,0,0.4,0,6.28,1.05,-0.14,,0,0,0.4,0.4,0,0,0,0,0,0,6.28,6.28,6.28,1.05,1.05,1.04,-0.14,-0.39,-0.54
11/10/2010 18:00,0,0,0,6.28,1.05,-0.39,,0,0.4,0,0,0,0,0,0,0,0,6.28,6.28,6.28,1.05,1.04,1.03,-0.39,-0.54,-0.61
11/10/2010 19:00,0.4,0,0,6.28,1.04,-0.54,,0.4,0,0,0,0,0,0,0,0,0,6.28,6.28,6.28,1.04,1.03,1.03,-0.54,-0.61,-0.56
11/10/2010 20:00,0,0,0,6.28,1.03,-0.61,,0,0,0,0,0,0,0,0,0,0,6.28,6.28,6.28,1.03,1.03,1.02,-0.61,-0.56,-0.43
11/10/2010 21:00,0,0,0,6.28,1.03,-0.56,,0,0,0,0,0,0,0,0,0,3.8,6.28,6.28,6.28,1.03,1.02,1.01,-0.56,-0.43,-0.25
11/10/2010 22:00,0,0,0,6.28,1.02,-0.43,,0,0,0,0,0,0,0,0,3.8,0.2,6.28,6.28,6.28,1.02,1.01,1.01,-0.43,-0.25,-0.03
11/10/2010 23:00,0,0,3.8,6.28,1.01,-0.25,,0,0,0,0,0,0,0,3.8,0.2,0,6.28,6.28,6.27,1.01,1.01,1,-0.25,-0.03,0.19
12/10/2010 0:00,0,0,0.2,6.28,1.01,-0.03,,0,0,0,0,0,0,0.2,0.2,0,0,6.28,6.27,6.26,1.01,1,0.99,-0.03,0.19,0.4
12/10/2010 1:00,0,0,0,6.27,1,0.19,,0,0,0,0,0,0.2,0,0,0,0,6.27,6.26,6.25,1,0.99,0.98,0.19,0.4,0.6
12/10/2010 2:00,0,0,0,6.26,0.99,0.4,,0,0,0.4,0,0.2,0,0,0,0,0,6.26,6.25,6.24,0.99,0.98,0.98,0.4,0.6,0.72
12/10/2010 3:00,0,0.2,0,6.25,0.98,0.6,,0,0.4,6.4,0.2,0,0,3,0,0,0,6.25,6.24,6.23,0.98,0.98,0.97,0.6,0.72,0.68
12/10/2010 4:00,0.4,0,0,6.24,0.98,0.72,,0.4,6.4,0,0,0,3,0,0,0,0,6.24,6.23,6.24,0.98,0.97,0.96,0.72,0.68,0.62
12/10/2010 5:00,6.4,0,0,6.23,0.97,0.68,,6.4,0,0,0,3,0,1.2,0,0,9,6.23,6.24,6.25,0.97,0.96,0.96,0.68,0.62,0.58
12/10/2010 6:00,0,3,0,6.24,0.96,0.62,,0,0,1.6,3,0,1.2,1,0,9,5.4,6.24,6.25,6.28,0.96,0.96,0.96,0.62,0.58,0.41
12/10/2010 7:00,0,0,9,6.25,0.96,0.58,,0,1.6,7.6,0,1.2,1,0,9,5.4,0,6.25,6.28,6.31,0.96,0.96,0.95,0.58,0.41,0.28
12/10/2010 8:00,1.6,1.2,5.4,6.28,0.96,0.41,,1.6,7.6,1.8,1.2,1,0,0.2,5.4,0,0.4,6.28,6.31,6.34,0.96,0.95,0.95,0.41,0.28,0.23
12/10/2010 9:00,7.6,1,0,6.31,0.95,0.28,,7.6,1.8,2.8,1,0,0.2,6.6,0,0.4,0,6.31,6.34,6.36,0.95,0.95,0.95,0.28,0.23,0.26
12/10/2010 10:00,1.8,0,0.4,6.34,0.95,0.23,,1.8,2.8,0.4,0,0.2,6.6,0,0.4,0,0,6.34,6.36,6.36,0.95,0.95,0.95,0.23,0.26,0.34
12/10/2010 11:00,2.8,0.2,0,6.36,0.95,0.26,,2.8,0.4,15,0.2,6.6,0,0,0,0,0,6.36,6.36,6.33,0.95,0.95,0.95,0.26,0.34,0.41
12/10/2010 12:00,0.4,6.6,0,6.36,0.95,0.34,,0.4,15,0,6.6,0,0,0,0,0,0,6.36,6.33,6.28,0.95,0.95,0.95,0.34,0.41,0.47
12/10/2010 13:00,15,0,0,6.33,0.95,0.41,,15,0,0.4,0,0,0,0,0,0,0.4,6.33,6.28,6.26,0.95,0.95,0.94,0.41,0.47,0.4
12/10/2010 14:00,0,0,0,6.28,0.95,0.47,,0,0.4,0.2,0,0,0,0.2,0,0.4,0,6.28,6.26,6.35,0.95,0.94,0.94,0.47,0.4,0.28
12/10/2010 15:00,0.4,0,0.4,6.26,0.94,0.4,,0.4,0.2,3,0,0,0.2,0,0.4,0,0,6.26,6.35,6.59,0.94,0.94,0.94,0.4,0.28,0.05
12/10/2010 16:00,0.2,0,0,6.35,0.94,0.28,,0.2,3,14.4,0,0.2,0,3.6,0,0,0,6.35,6.59,6.92,0.94,0.94,0.94,0.28,0.05,-0.18
12/10/2010 17:00,3,0.2,0,6.59,0.94,0.05,,3,14.4,0.2,0.2,0,3.6,1,0,0,0,6.59,6.92,7.26,0.94,0.94,0.95,0.05,-0.18,-0.37
12/10/2010 18:00,14.4,0,0,6.92,0.94,-0.18,,14.4,0.2,0,0,3.6,1,0,0,0,0,6.92,7.26,7.47,0.94,0.95,0.96,-0.18,-0.37,-0.49
12/10/2010 19:00,0.2,3.6,0,7.26,0.95,-0.37,,0.2,0,5.6,3.6,1,0,4.8,0,0,0,7.26,7.47,7.4,0.95,0.96,0.97,-0.37,-0.49,-0.54
12/10/2010 20:00,0,1,0,7.47,0.96,-0.49,,0,5.6,0,1,0,4.8,0.2,0,0,0,7.47,7.4,7.36,0.96,0.97,0.99,-0.49,-0.54,-0.49
