Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,
19/10/2010 10:00,1,1.6,1.2,8.71,2.36,0.97
19/10/2010 11:00,2.4,1,3.6,8.77,2.36,1
19/10/2010 12:00,2,2.2,0.4,8.74,2.37,1.03
19/10/2010 13:00,5.6,14.4,1.4,8.71,2.37,1
19/10/2010 14:00,5.8,3,20.8,8.7,2.38,0.91
19/10/2010 15:00,3,0.2,0.2,8.68,2.39,0.84
19/10/2010 16:00,2,1.6,0,8.64,2.4,0.8
19/10/2010 17:00,0.2,0.2,0,8.69,2.4,0.78
19/10/2010 18:00,0,0,0,8.73,2.4,0.81
19/10/2010 19:00,0,0,0,8.7,2.4,0.85
19/10/2010 20:00,0,0,0,8.63,2.4,0.88
19/10/2010 21:00,0,0,0,8.53,2.4,0.9
19/10/2010 22:00,0,0,0,8.42,2.39,0.91
19/10/2010 23:00,0,0,0,8.42,2.38,0.87
20/10/2010 00:00,0,0,0,8.43,2.37,0.78
20/10/2010 01:00,0,0,0,8.41,2.35,0.66
20/10/2010 02:00,0,0,0,8.37,2.33,0.54
20/10/2010 03:00,0,0,0,8.31,2.32,0.45
20/10/2010 04:00,0,0,0,8.2,2.3,0.39
20/10/2010 05:00,0,0,0,8.04,2.28,0.37
20/10/2010 06:00,0,0,0,7.88,2.27,0.39
20/10/2010 07:00,0.4,0.2,0,7.74,2.25,0.46
20/10/2010 08:00,0,0,0,7.67,2.23,0.59
20/10/2010 09:00,0,0,0,7.65,2.22,0.66
20/10/2010 10:00,0,0,0,7.64,2.21,0.75
20/10/2010 11:00,0,0,0,7.62,2.2,0.83
20/10/2010 12:00,0,0,0,7.6,2.19,0.84
20/10/2010 13:00,0,0,0,7.57,2.18,0.81
20/10/2010 14:00,0,0,0,7.54,2.16,0.71
20/10/2010 15:00,0,0,0,7.52,2.15,0.67
20/10/2010 16:00,0,0,0,7.49,2.13,0.58
20/10/2010 17:00,0,0,0,7.46,2.12,0.52
20/10/2010 18:00,0,0,0,7.42,2.1,0.49
20/10/2010 19:00,0,0,0,7.39,2.09,0.56
20/10/2010 20:00,0,0,0,7.37,2.07,0.67
20/10/2010 21:00,0,0,0,7.35,2.06,0.74
20/10/2010 22:00,0,0,0,7.33,2.04,0.81
20/10/2010 23:00,0,0,0,7.31,2.03,0.84
21/10/2010 00:00,0,0,0,7.29,2.01,0.77
21/10/2010 01:00,0,0,0,7.27,2,0.66
21/10/2010 02:00,0,0,0,7.25,1.98,0.53
21/10/2010 03:00,0,0,0,7.24,1.97,0.41
21/10/2010 04:00,0.2,0,0,7.22,1.95,0.33
21/10/2010 05:00,0,0,0,7.21,1.93,0.25
21/10/2010 06:00,0,0,0,7.19,1.92,0.25
21/10/2010 07:00,0,0,0,7.18,1.9,0.34
21/10/2010 08:00,0,0,0,7.17,1.88,0.47
21/10/2010 09:00,0,0,0,7.15,1.87,0.54
21/10/2010 10:00,0,0,0,7.13,1.85,0.66
21/10/2010 11:00,0,0,0,7.12,1.84,0.75
21/10/2010 12:00,0,0,0,7.1,1.82,0.78
21/10/2010 13:00,0,0,0,7.09,1.81,0.74
21/10/2010 14:00,0,0,0,7.08,1.8,0.66
21/10/2010 15:00,0,0,0,7.06,1.79,0.53
21/10/2010 16:00,0,0,0,7.05,1.78,0.4
21/10/2010 17:00,0,0,0,7.04,1.77,0.35
21/10/2010 18:00,0,0,0,7.03,1.75,0.31
21/10/2010 19:00,0,0,0,7.02,1.74,0.38
21/10/2010 20:00,0,0,0,7.01,1.73,0.49
21/10/2010 21:00,0,0,0,7,1.71,0.64
21/10/2010 22:00,0,0,0,6.99,1.7,0.76
21/10/2010 23:00,0,0,0,6.97,1.69,0.83
22/10/2010 00:00,0,0,0,6.96,1.68,0.85
22/10/2010 01:00,0,0,0,6.95,1.67,0.8
22/10/2010 02:00,0,0,0,6.94,1.66,0.65
22/10/2010 03:00,0,0,0,6.92,1.65,0.54
22/10/2010 04:00,0,0,0,6.91,1.63,0.42
22/10/2010 05:00,0,0,0,6.9,1.62,0.3
22/10/2010 06:00,0,0,0,6.88,1.61,0.27
22/10/2010 07:00,0,0,0,6.87,1.59,0.3
22/10/2010 08:00,0,0,0,6.86,1.57,0.38
22/10/2010 09:00,0,0,0,6.85,1.56,0.51
22/10/2010 10:00,0,0,0,6.83,1.55,0.65
22/10/2010 11:00,0,0,0,6.82,1.53,0.76
22/10/2010 12:00,0,0,0,6.81,1.52,0.79
22/10/2010 13:00,0,0,0,6.8,1.51,0.78
22/10/2010 14:00,0,0,0,6.79,1.5,0.65
22/10/2010 15:00,0,0,0,6.78,1.5,0.5
22/10/2010 16:00,0,0,0,6.76,1.49,0.36
22/10/2010 17:00,0,0,0,6.75,1.48,0.24
22/10/2010 18:00,0,0,0,6.74,1.48,0.2
22/10/2010 19:00,0,0,0,6.73,1.47,0.23
22/10/2010 20:00,0,0,0,6.72,1.46,0.4
22/10/2010 21:00,0,0,0,6.71,1.45,0.56
22/10/2010 22:00,0,0,0,6.7,1.44,0.75
22/10/2010 23:00,0,0,0,6.69,1.42,0.88
23/10/2010 00:00,0,0,0,6.69,1.41,0.97
23/10/2010 01:00,0,0,0,6.68,1.4,0.98
23/10/2010 02:00,0,0,0,6.67,1.39,0.91
23/10/2010 03:00,0,0,0,6.67,1.38,0.75
23/10/2010 04:00,0,0,0,6.66,1.38,0.55
23/10/2010 05:00,0,0,0,6.65,1.37,0.4
23/10/2010 06:00,0.2,0,0,6.65,1.37,0.31
23/10/2010 07:00,0,0,0,6.64,1.36,0.28
23/10/2010 08:00,0,0,0,6.63,1.35,0.31
23/10/2010 09:00,0,0,0,6.63,1.34,0.42
23/10/2010 10:00,0,0,0,6.62,1.33,0.56
23/10/2010 11:00,0,0,0,6.61,1.32,0.67
23/10/2010 12:00,0,0,0,6.61,1.31,0.73
23/10/2010 13:00,0,0,0,6.6,1.3,0.69
23/10/2010 14:00,0,0,0,6.59,1.29,0.58
23/10/2010 15:00,0,0,0,6.59,1.28,0.39
23/10/2010 16:00,0,0,0,6.58,1.27,0.21
23/10/2010 17:00,0,0,0,6.57,1.26,0.06
23/10/2010 18:00,0,0,0,6.57,1.26,-0.03
23/10/2010 19:00,0,0,0,6.56,1.25,-0.01
23/10/2010 20:00,0,0,0,6.55,1.24,0.09
23/10/2010 21:00,0,0,0,6.55,1.24,0.29
23/10/2010 22:00,0,0,0,6.54,1.23,0.52
23/10/2010 23:00,0,0,0,6.53,1.22,0.7
24/10/2010 00:00,0,0,0,6.53,1.22,0.82
24/10/2010 01:00,0,0,0,6.52,1.21,0.94
24/10/2010 02:00,0,0,0,6.51,1.2,0.94
24/10/2010 03:00,0,0,0,6.51,1.2,0.83
24/10/2010 04:00,0,0,0,6.5,1.19,0.69
24/10/2010 05:00,0,0,0,6.5,1.18,0.5
24/10/2010 06:00,0,0,0,6.49,1.18,0.32
24/10/2010 07:00,0,0,0,6.49,1.17,0.24
24/10/2010 08:00,0,0,0,6.49,1.16,0.19
24/10/2010 09:00,0,0,0,6.48,1.15,0.21
24/10/2010 10:00,0,0,0,6.48,1.14,0.34
24/10/2010 11:00,0,0,0,6.48,1.14,0.43
24/10/2010 12:00,0,0,0,6.47,1.13,0.46
24/10/2010 13:00,0,0,0,6.47,1.12,0.46
24/10/2010 14:00,0,0,0,6.46,1.11,0.36
24/10/2010 15:00,0,0,0,6.46,1.11,0.19
24/10/2010 16:00,0,0,0,6.45,1.1,-0.02
24/10/2010 17:00,0,0,0,6.44,1.09,-0.2
24/10/2010 18:00,0,0,0,6.44,1.09,-0.32
24/10/2010 19:00,0,0,0,6.43,1.08,-0.34
24/10/2010 20:00,0,0,0,6.42,1.07,-0.32
24/10/2010 21:00,0,0,0,6.42,1.07,-0.17
24/10/2010 22:00,0,0,0,6.41,1.06,0.05
24/10/2010 23:00,0,0,0,6.41,1.05,0.27
25/10/2010 00:00,0,0,0,6.4,1.05,0.43
25/10/2010 01:00,0,0,0,6.4,1.04,0.55
25/10/2010 02:00,0,0,0,6.4,1.03,0.65
25/10/2010 03:00,0,0,0,6.4,1.03,0.68
25/10/2010 04:00,0,0,0,6.39,1.02,0.57
25/10/2010 05:00,0,0,0,6.39,1.01,0.44
25/10/2010 06:00,0,0,0,6.39,1.01,0.29
25/10/2010 07:00,0,0,0,6.39,1,0.17
25/10/2010 08:00,0,0,0,6.39,0.99,0.09
25/10/2010 09:00,0,0,0,6.39,0.99,0.08
25/10/2010 10:00,0,0,0,6.38,0.98,0.13
25/10/2010 11:00,0,0,0,6.38,0.97,0.22
25/10/2010 12:00,0,0,0,6.37,0.97,0.28
25/10/2010 13:00,0,0,0,6.37,0.96,0.29
25/10/2010 14:00,0,0,0,6.36,0.95,0.23
25/10/2010 15:00,0,0,0,6.36,0.95,0.08
25/10/2010 16:00,0,0,0,6.35,0.94,-0.11
25/10/2010 17:00,0,0,0,6.35,0.93,-0.33
25/10/2010 18:00,0,0,0,6.34,0.93,-0.44
25/10/2010 19:00,0,0,0,6.34,0.92,-0.49
25/10/2010 20:00,0,0,0,6.34,0.91,-0.47
25/10/2010 21:00,0,0,0,6.34,0.91,-0.35
25/10/2010 22:00,0,0,0,6.33,0.9,-0.17
25/10/2010 23:00,0,0,0,6.33,0.89,0.07
26/10/2010 00:00,0,0,0,6.33,0.89,0.26
26/10/2010 01:00,0,0,0,6.33,0.88,0.41
26/10/2010 02:00,0,0,0,6.33,0.87,0.55
26/10/2010 03:00,0,0,0,6.32,0.87,0.63
26/10/2010 04:00,0,0,0.4,6.32,0.87,0.65
26/10/2010 05:00,0,0,0,6.32,0.86,0.57
26/10/2010 06:00,0,0,0,6.31,0.86,0.46
26/10/2010 07:00,0,0,0,6.31,0.86,0.34
26/10/2010 08:00,2,0,0,6.31,0.86,0.24
26/10/2010 09:00,0,0,0,6.31,0.86,0.2
26/10/2010 10:00,0,0,0,6.31,0.86,0.23
26/10/2010 11:00,0,0,0,6.31,0.86,0.29
26/10/2010 12:00,0,0,1,6.32,0.85,0.36
26/10/2010 13:00,0.2,0.2,0,6.32,0.85,0.38
26/10/2010 14:00,0,0,0,6.32,0.85,0.36
26/10/2010 15:00,0,0,0,6.33,0.84,0.28
26/10/2010 16:00,0,0,6.8,6.33,0.83,0.14
26/10/2010 17:00,1.6,0,0,6.33,0.83,-0.05
26/10/2010 18:00,0,0,1,6.34,0.82,-0.18
26/10/2010 19:00,0.2,0,0,6.34,0.81,-0.26
26/10/2010 20:00,0,0,0,6.35,0.8,-0.28
26/10/2010 21:00,0,0,0,6.35,0.79,-0.2
26/10/2010 22:00,0,0,0,6.36,0.79,-0.03
26/10/2010 23:00,0,0,0,6.36,0.78,0.17
27/10/2010 00:00,0,0,0,6.36,0.77,0.37
27/10/2010 01:00,0,0.6,1.6,6.36,0.77,0.57
27/10/2010 02:00,0.4,0,1,6.35,0.77,0.76
27/10/2010 03:00,0,0,0,6.35,0.77,0.89
27/10/2010 04:00,0.8,0.6,0,6.34,0.76,0.95
27/10/2010 05:00,2,0,0,6.33,0.76,0.94
27/10/2010 06:00,0.2,0,2,6.33,0.76,0.86
27/10/2010 07:00,3.8,0,0,6.33,0.76,0.81
27/10/2010 08:00,3,0,0,6.34,0.76,0.71
27/10/2010 09:00,0.2,0,0,6.37,0.75,0.7
27/10/2010 10:00,0.4,0,0,6.44,0.75,0.72
27/10/2010 11:00,1.2,0.2,0,6.56,0.76,0.78
27/10/2010 12:00,0.2,0,4.4,6.73,0.76,0.84
27/10/2010 13:00,0,0,0.4,6.9,0.78,0.9
27/10/2010 14:00,1.8,0,0,7.33,0.8,0.87
27/10/2010 15:00,1.8,0,0.2,7.9,0.84,0.78
27/10/2010 16:00,0.4,0,2.6,8,0.87,0.63
27/10/2010 17:00,0.2,0,0,7.87,0.9,0.46
27/10/2010 18:00,0,0,0,7.7,0.93,0.3
27/10/2010 19:00,0,0,0,7.45,0.95,0.21
27/10/2010 20:00,3.6,1,0,7.55,0.96,0.17
27/10/2010 21:00,0.8,0,0,7.67,0.95,0.2
27/10/2010 22:00,0.2,0,0,7.77,0.95,0.3
27/10/2010 23:00,0,0,0,7.83,0.95,0.49
28/10/2010 00:00,0.6,0,0,7.83,0.96,0.65
28/10/2010 01:00,2,0.2,0,7.79,0.96,0.84
28/10/2010 02:00,0.2,0,0,7.73,0.96,0.95
28/10/2010 03:00,0,0,0,7.66,0.97,1.08
28/10/2010 04:00,0,0,1.2,7.6,0.97,1.17
28/10/2010 05:00,0,0,1.6,7.54,0.97,1.19
28/10/2010 06:00,0.8,0.2,2.6,7.48,0.97,1.1
28/10/2010 07:00,2,0,3.8,7.42,0.97,1.03
28/10/2010 08:00,3.4,0.6,2,7.34,0.97,0.95
28/10/2010 09:00,3.6,0.2,4.2,7.27,0.98,0.88
28/10/2010 10:00,2.8,0,1.8,7.22,0.98,0.85
28/10/2010 11:00,2.4,1.6,0.8,7.2,0.99,0.81
28/10/2010 12:00,0.2,0.2,0.6,7.21,1,0.82
28/10/2010 13:00,0.8,0.8,0.6,7.22,1.01,0.83
28/10/2010 14:00,0.6,0.6,0.2,7.23,1.02,0.81
28/10/2010 15:00,1,1,0,7.25,1.03,0.69
28/10/2010 16:00,1,0.6,0.2,7.28,1.04,0.57
28/10/2010 17:00,0.2,0.2,0,7.33,1.05,0.41
28/10/2010 18:00,0.4,0.2,0,7.38,1.06,0.22
28/10/2010 19:00,0,0,0.2,7.41,1.06,0.07
28/10/2010 20:00,0,0,0.2,7.41,1.06,-0.02
28/10/2010 21:00,0.4,0.2,0.2,7.38,1.06,-0.04
28/10/2010 22:00,0,0.2,0,7.35,1.06,0.02
28/10/2010 23:00,0.2,0.2,0.2,7.32,1.06,0.15
29/10/2010 00:00,0.2,0,0,7.3,1.05,0.32
29/10/2010 01:00,0.2,0,0.2,7.27,1.05,0.52
29/10/2010 02:00,0,0,0,7.24,1.05,0.67
29/10/2010 03:00,0,0,0,7.21,1.04,0.85
29/10/2010 04:00,0,0,0,7.18,1.04,0.97
29/10/2010 05:00,0,0,0,7.15,1.04,1.04
29/10/2010 06:00,0,0,0,7.12,1.03,1.02
29/10/2010 07:00,0,0,0,7.09,1.03,0.95
29/10/2010 08:00,0.4,0,0,7.06,1.03,0.85
29/10/2010 09:00,1.2,0.2,0,7.04,1.03,0.78
29/10/2010 10:00,0.2,0,0,7.02,1.03,0.77
29/10/2010 11:00,0,0,0,7,1.03,0.73
29/10/2010 12:00,0.2,0,0.6,6.99,1.03,0.73
29/10/2010 13:00,2,0.6,1.2,6.99,1.03,0.73
29/10/2010 14:00,2,1.4,1.4,7,1.03,0.72
29/10/2010 15:00,1.6,2.6,1,7.01,1.04,0.68
29/10/2010 16:00,1.4,2.4,0.8,7.02,1.04,0.56
29/10/2010 17:00,1,0.4,0.2,7.03,1.04,0.41
29/10/2010 18:00,0.2,0,0,7.05,1.05,0.28
29/10/2010 19:00,0,0,0,7.05,1.05,0.12
29/10/2010 20:00,0,0,0,7.05,1.05,-0.01
29/10/2010 21:00,0,0,0,7.04,1.05,-0.07
29/10/2010 22:00,0,0,0,7.02,1.05,-0.07
29/10/2010 23:00,0,0,0,7.01,1.05,0.04
30/10/2010 00:00,0,0,0,6.99,1.04,0.2
30/10/2010 01:00,0,0,0,6.98,1.04,0.37
30/10/2010 02:00,0,0,0,6.97,1.03,0.55
30/10/2010 03:00,0,0,0,6.97,1.03,0.73
30/10/2010 04:00,0,0,0,6.96,1.02,0.87
30/10/2010 05:00,0,0,0,6.96,1.02,1.01
30/10/2010 06:00,0,0,0,6.96,1.01,1.06
30/10/2010 07:00,0,0,0,6.95,1.01,1.07
30/10/2010 08:00,0,0,0,6.94,1.01,1.08
30/10/2010 09:00,0.2,0,0,6.92,1.02,1.02
30/10/2010 10:00,0,0,0,6.9,1.02,0.98
30/10/2010 11:00,0,0,0,6.89,1.03,0.93
30/10/2010 12:00,0,0,0,6.87,1.03,0.88
30/10/2010 13:00,0,0,0,6.85,1.04,0.88
30/10/2010 14:00,0,0,0,6.84,1.04,0.86
30/10/2010 15:00,0,0,0,6.82,1.05,0.8
30/10/2010 16:00,0,0,0,6.81,1.05,0.75
30/10/2010 17:00,0,0,0,6.8,1.05,0.62
30/10/2010 18:00,0,0,0,6.79,1.05,0.51
30/10/2010 19:00,0,0,0,6.78,1.05,0.37
30/10/2010 20:00,0,0,0,6.77,1.05,0.2
30/10/2010 21:00,0,0,0,6.76,1.04,0.09
30/10/2010 22:00,0,0,0,6.75,1.04,0.03
30/10/2010 23:00,0,0,0,6.73,1.03,0.04
31/10/2010 00:00,0,0,0,6.72,1.03,0.08
31/10/2010 01:00,0,0,0,6.71,1.02,0.2
31/10/2010 02:00,0,0,0,6.7,1.01,0.34
31/10/2010 03:00,0,0,0,6.69,1.01,0.48
31/10/2010 04:00,0,0,0,6.68,1,0.65
31/10/2010 05:00,0,0,0,6.67,1,0.78
31/10/2010 06:00,0,0,0,6.66,0.99,0.88
31/10/2010 07:00,0,0,0,6.65,0.99,0.92
31/10/2010 08:00,0,0,0,6.64,0.99,0.91
31/10/2010 09:00,0,0,0,6.63,0.98,0.91
31/10/2010 10:00,0,0,0,6.62,0.98,0.88
31/10/2010 11:00,0,0,0,6.61,0.98,0.85
31/10/2010 12:00,0,0,0,6.6,0.98,0.82
31/10/2010 13:00,0,0,0,6.59,0.98,0.8
31/10/2010 14:00,0,0,0,6.58,0.98,0.77
31/10/2010 15:00,0,0,0,6.57,0.98,0.77
31/10/2010 16:00,0,0,0,6.57,0.98,0.75
31/10/2010 17:00,0,0,0,6.56,0.98,0.7
31/10/2010 18:00,0,0,0,6.56,0.98,0.59
31/10/2010 19:00,0,0,0,6.55,0.98,0.46
31/10/2010 20:00,0,0,0,6.55,0.98,0.33
31/10/2010 21:00,0,0,0,6.54,0.98,0.2
31/10/2010 22:00,0,0,0,6.54,0.97,0.08
31/10/2010 23:00,0,0,0,6.53,0.97,0
1/11/2010 0:00,0,0,0,6.53,0.96,-0.03
1/11/2010 1:00,0,0,0,6.52,0.96,0
1/11/2010 2:00,0,0,0,6.51,0.96,0.05
1/11/2010 3:00,0,0,0,6.51,0.95,0.19
1/11/2010 4:00,0,0,0,6.5,0.94,0.33
1/11/2010 5:00,0,0,0,6.49,0.94,0.47
1/11/2010 6:00,0.2,0,0,6.49,0.93,0.61
1/11/2010 7:00,0.2,0,0,6.48,0.93,0.76
1/11/2010 8:00,0.2,0,0,6.48,0.93,0.81
1/11/2010 9:00,0,0,0,6.47,0.92,0.87
1/11/2010 10:00,0,0,0,6.47,0.92,0.86
1/11/2010 11:00,0,0,0,6.47,0.91,0.82
1/11/2010 12:00,0,0,0,6.46,0.91,0.8
1/11/2010 13:00,0,0,0,6.46,0.91,0.77
1/11/2010 14:00,0,0,0,6.45,0.91,0.76
1/11/2010 15:00,0,0,0,6.45,0.91,0.77
1/11/2010 16:00,0,0,0,6.44,0.91,0.77
1/11/2010 17:00,0,0,0,6.43,0.9,0.75
1/11/2010 18:00,0,0,0,6.43,0.9,0.73
1/11/2010 19:00,0,0,0.2,6.42,0.9,0.68
1/11/2010 20:00,0,0,0.2,6.41,0.9,0.63
1/11/2010 21:00,0,0,0,6.41,0.89,0.53
1/11/2010 22:00,0,0,0,6.41,0.89,0.4
1/11/2010 23:00,0,0,0,6.41,0.89,0.25
2/11/2010 0:00,0,0,0,6.4,0.88,0.15
2/11/2010 1:00,0,0,0,6.4,0.88,0.12
2/11/2010 2:00,0,0,0,6.4,0.88,0.12
2/11/2010 3:00,0,0,0,6.39,0.87,0.15
2/11/2010 4:00,0,0,0,6.39,0.87,0.25
2/11/2010 5:00,0,0,0,6.39,0.87,0.38
2/11/2010 6:00,0,0,0,6.38,0.87,0.54
2/11/2010 7:00,0,0,0,6.38,0.87,0.65
2/11/2010 8:00,0,0,0,6.38,0.87,0.79
2/11/2010 9:00,0,0,0,6.37,0.87,0.86
2/11/2010 10:00,0,0,0.6,6.37,0.87,0.91
2/11/2010 11:00,0,0,0.2,6.37,0.87,0.9
2/11/2010 12:00,0,0,0,6.36,0.87,0.84
2/11/2010 13:00,0.4,0,0.2,6.36,0.87,0.78
2/11/2010 14:00,0,0,0,6.36,0.87,0.75
2/11/2010 15:00,0,0,0,6.36,0.87,0.75
2/11/2010 16:00,0,0,0.2,6.35,0.87,0.78
2/11/2010 17:00,0,0,0,6.35,0.87,0.8
2/11/2010 18:00,0,0,0,6.35,0.87,0.82
2/11/2010 19:00,0,0.4,0,6.35,0.87,0.85
2/11/2010 20:00,0.4,0.2,0,6.35,0.87,0.84
2/11/2010 21:00,0,0,0,6.35,0.87,0.79
2/11/2010 22:00,0,0,0,6.34,0.87,0.66
2/11/2010 23:00,0,0,0,6.34,0.87,0.54
3/11/2010 0:00,0.2,0.2,0,6.34,0.87,0.41
3/11/2010 1:00,2.2,1.4,0,6.34,0.87,0.29
3/11/2010 2:00,0,0,0,6.34,0.87,0.22
3/11/2010 3:00,0,0,0,6.34,0.86,0.2
3/11/2010 4:00,0,0,0,6.34,0.86,0.23
3/11/2010 5:00,0,0,0,6.34,0.86,0.32
3/11/2010 6:00,0,0,0,6.33,0.85,0.49
3/11/2010 7:00,0,0,0,6.33,0.85,0.61
3/11/2010 8:00,0,0,0,6.32,0.85,0.72
3/11/2010 9:00,0,0,0,6.32,0.84,0.82
3/11/2010 10:00,0,0,0,6.31,0.84,0.88
3/11/2010 11:00,0,0,0,6.3,0.84,0.85
3/11/2010 12:00,0,0,0,6.29,0.84,0.82
3/11/2010 13:00,0,0,0,6.28,0.84,0.73
3/11/2010 14:00,0,0,0,6.27,0.84,0.64
3/11/2010 15:00,0,0,0,6.27,0.84,0.59
3/11/2010 16:00,0,0,0,6.26,0.84,0.57
3/11/2010 17:00,0,0,0,6.26,0.84,0.59
3/11/2010 18:00,0,0,0,6.26,0.84,0.7
3/11/2010 19:00,0,0,0,6.26,0.84,0.79
3/11/2010 20:00,0,0,0,6.26,0.84,0.86
3/11/2010 21:00,0,0,0,6.26,0.84,0.88
3/11/2010 22:00,0,0,0,6.26,0.84,0.87
3/11/2010 23:00,0,0,0,6.26,0.84,0.81
4/11/2010 0:00,0,0,0,6.26,0.84,0.7
4/11/2010 1:00,0,0,0,6.26,0.84,0.55
4/11/2010 2:00,0,0,0,6.26,0.84,0.41
4/11/2010 3:00,0,0,0,6.26,0.84,0.31
4/11/2010 4:00,0,0,0,6.26,0.83,0.28
4/11/2010 5:00,0,0,0,6.25,0.83,0.27
4/11/2010 6:00,0,0,0,6.25,0.83,0.34
4/11/2010 7:00,0,0,0,6.25,0.83,0.51
4/11/2010 8:00,0,0,0,6.25,0.83,0.62
4/11/2010 9:00,0,0,0,6.25,0.83,0.71
4/11/2010 10:00,0,0,0,6.25,0.83,0.76
4/11/2010 11:00,0,0,0,6.25,0.83,0.77
4/11/2010 12:00,0.2,0.2,0,6.25,0.83,0.7
4/11/2010 13:00,0,0,0,6.25,0.83,0.59
4/11/2010 14:00,0,0.6,0,6.25,0.83,0.46
4/11/2010 15:00,0.8,0.2,0,6.25,0.83,0.39
4/11/2010 16:00,0,0,0,6.25,0.83,0.35
4/11/2010 17:00,0.2,0,0,6.25,0.82,0.36
4/11/2010 18:00,0.2,0,0,6.25,0.82,0.44
4/11/2010 19:00,0.4,0,0,6.25,0.82,0.59
4/11/2010 20:00,1,0.2,0,6.25,0.82,0.78
4/11/2010 21:00,0.2,0.4,0.6,6.25,0.82,0.87
4/11/2010 22:00,0.8,0,0.2,6.25,0.82,0.93
4/11/2010 23:00,0,0.2,0,6.25,0.82,0.96
5/11/2010 0:00,0,0,0,6.25,0.82,0.94
5/11/2010 1:00,0.8,0,0,6.25,0.82,0.85
5/11/2010 2:00,0.4,0,0,6.25,0.82,0.7
5/11/2010 3:00,0,0,0.2,6.25,0.82,0.55
5/11/2010 4:00,0.2,0,0,6.25,0.83,0.42
5/11/2010 5:00,0,0,0,6.25,0.83,0.35
5/11/2010 6:00,0.6,0.2,0,6.25,0.83,0.37
5/11/2010 7:00,0,0.6,0,6.25,0.83,0.43
5/11/2010 8:00,0.2,0.2,0,6.25,0.83,0.59
5/11/2010 9:00,0.4,0,0,6.25,0.83,0.65
5/11/2010 10:00,1.4,0.6,0,6.25,0.83,0.74
5/11/2010 11:00,0.2,0.8,0,6.24,0.83,0.72
5/11/2010 12:00,0.2,0.2,0,6.24,0.82,0.67
5/11/2010 13:00,0,0,0,6.24,0.82,0.5
5/11/2010 14:00,0,0,0,6.24,0.82,0.31
5/11/2010 15:00,0,0,0,6.24,0.81,0.19
5/11/2010 16:00,0,0,0,6.23,0.81,0.05
5/11/2010 17:00,0,0,0,6.23,0.81,0.02
5/11/2010 18:00,0.8,0.6,0,6.23,0.8,0.05
5/11/2010 19:00,0.4,0.2,0,6.23,0.8,0.19
5/11/2010 20:00,0.4,0,0,6.23,0.8,0.43
5/11/2010 21:00,0.4,0,0,6.23,0.8,0.69
5/11/2010 22:00,0.2,0,0,6.23,0.8,0.81
5/11/2010 23:00,0.2,0,0,6.22,0.8,0.96
6/11/2010 0:00,0.2,0,0,6.22,0.8,1.06
6/11/2010 1:00,0,0,0.2,6.22,0.8,1.04
6/11/2010 2:00,0,0,0,6.22,0.8,0.9
6/11/2010 3:00,0.4,0,0,6.22,0.8,0.73
6/11/2010 4:00,0,0,0,6.21,0.8,0.55
6/11/2010 5:00,0,0,0,6.21,0.8,0.45
6/11/2010 6:00,0,0,0,6.21,0.8,0.35
6/11/2010 7:00,0,0,0,6.21,0.8,0.34
6/11/2010 8:00,0,0,0,6.21,0.8,0.39
6/11/2010 9:00,0,0,0,6.21,0.8,0.53
6/11/2010 10:00,0.4,0,0,6.21,0.79,0.63
6/11/2010 11:00,0,0.4,0,6.21,0.79,0.66
6/11/2010 12:00,0.2,0,0,6.21,0.78,0.63
6/11/2010 13:00,0.2,0,0,6.21,0.78,0.53
6/11/2010 14:00,0,0,0.4,6.21,0.78,0.32
6/11/2010 15:00,0,0,0,6.21,0.77,0.08
6/11/2010 16:00,0,0,0,6.21,0.77,-0.11
6/11/2010 17:00,0,0,0,6.2,0.77,-0.19
6/11/2010 18:00,0,0,0,6.2,0.76,-0.21
6/11/2010 19:00,0,0,0,6.2,0.76,-0.15
6/11/2010 20:00,0,0,0,6.2,0.76,0.04
6/11/2010 21:00,0,0,0,6.2,0.76,0.31
6/11/2010 22:00,0,0,0,6.19,0.76,0.53
6/11/2010 23:00,0,0,0,6.19,0.75,0.68
7/11/2010 0:00,0,0,0,6.19,0.75,0.81
7/11/2010 1:00,0,0,0,6.19,0.75,0.93
7/11/2010 2:00,0,0,0,6.19,0.75,0.95
7/11/2010 3:00,0,0,0,6.19,0.74,0.84
7/11/2010 4:00,0,0,0,6.19,0.74,0.68
7/11/2010 5:00,0,0,0,6.18,0.74,0.52
7/11/2010 6:00,0,0,0,6.18,0.73,0.37
7/11/2010 7:00,0,0,0,6.18,0.73,0.33
7/11/2010 8:00,0,0,0,6.18,0.73,0.29
7/11/2010 9:00,0,0,0,6.18,0.72,0.33
7/11/2010 10:00,0,0,0,6.17,0.72,0.44
7/11/2010 11:00,0,0,0,6.17,0.72,0.51
7/11/2010 12:00,0,0,0,6.17,0.71,0.54
7/11/2010 13:00,0,0,0,6.16,0.71,0.46
7/11/2010 14:00,0,0,0,6.15,0.71,0.32
7/11/2010 15:00,0,0,0,6.15,0.7,0.07
7/11/2010 16:00,0,0,0,6.14,0.7,-0.16
7/11/2010 17:00,0,0,0,6.14,0.7,-0.31
7/11/2010 18:00,0,0,0,6.13,0.69,-0.38
7/11/2010 19:00,0,0,0,6.13,0.69,-0.37
7/11/2010 20:00,0,0,0,6.13,0.69,-0.25
7/11/2010 21:00,0,0,0,6.13,0.68,-0.04
